has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesareod.0rv6h8.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aueseacaomceoy.lfpioo.top/AU/page1.php,1
1,1,0,0,1,1,0,1,1,0,0,10,0,0,0,10,0,0,17,12,7,16,1,1,1,2689,0,17,26,127,0,0,1,1,1,1,4,1,0,0,0,7,0,http://www.olgaperezporro.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaeerd.4lj1od.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbclid8123471236748129583.web.app/,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,5,3,36,1,1,0,1070,1,1,0,9,0,0,1,0,0,0,5,0,0,0,0,7,0,https://proud-lab-3c9d.tql35vg01086.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aeeseaccaocmeoy.yhuheg.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiacvaieca.visvsai.0a67vu.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://sitebuilder173799.dynadot.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aeeseaceaocmeoy.mchedy.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseacoaocmeoy.qoepuz.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,11,0,0,0,117,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,http://www.esel.in,1
1,1,1,0,0,1,1,1,1,0,0,7,1,0,83,3,0,0,1,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,https://sites.google.com/view/page-service/page-recovery-support,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,17,9,1,0,0,379,0,1,1,7,0,0,0,0,0,0,5,0,0,0,0,1,0,http://pknma-ciaaa-aaaad-qdxtq-cai.raw.ic0.app,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviveai.vicsvesai.208e6a.icu/page1.php,1
1,1,1,0,0,1,0,1,1,0,0,12,2,0,0,28,0,0,28,21,39,62,1,1,1,7744,0,59,16,418,4,1,1,1,1,1,18,1,0,0,0,85,0,http://www.gracevalley.edu.pk,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseaceaocmeoy.ddwvbd.top/AU/page1.php,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://osv4nz.webwave.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://cutt.ly/certifica-dispositivo,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseacoaocmeoy.zlxcfy.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aueseacaomceoy.auomwo.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiscaias.vicsvesai.2zpvzm.icu/page1.php,1
1,1,1,0,0,1,0,1,1,0,0,45,23,0,2,44,0,0,11,17,40,87,1,1,1,5870,0,105,43,332,1,1,1,0,1,1,9,1,0,0,0,163,0,http://www.labkitsforstudents.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.xg5mqq.icu/page1.php,1
1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,3,13,0,0,0,226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://tcufaq.webwave.dev/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,46,0,2,3,15,13,16,1,0,0,880,0,74,20,67,0,0,1,0,0,0,3,1,0,0,0,0,2,https://dmdbf.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccy.aceeseacraocmeoy.acebmv.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://review-10101010.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisaviccai.vicsvesai.a7w3p7.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aeeseasaaocmeoy.yunpgg.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseaoraocmeoy.mgpisy.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsarord.2t8hvj.icu/page1.php,1
1,1,1,0,0,1,0,1,0,0,0,3,2,0,0,45,0,0,25,1,30,55,1,1,1,1894,0,66,14,121,0,1,1,0,0,0,5,1,0,0,0,39,0,http://www.hard-grooves.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pcccny.aeeseasaaocmeoy.vhypzf.top/AU/page1.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,80,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,http://www.wpcoder.io,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,53,0,0,0,80,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,https://docuproposalromafirefirstaid.myportfolio.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiaaieca.vicsvesai.ueyjdiks.icu/page1.php,1
1,1,1,0,0,1,0,0,1,0,0,7,3,0,260,10,0,0,17,22,11,77,1,1,1,6498,3,17,3,59,0,1,0,0,1,1,9,0,0,0,0,11,0,http://www.servebeer.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccy.aceeseaeraocmeoy.nrjdwr.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://ii-z2c6nzwc7a-rj.a.run.app/w/index.php,1
0,1,1,0,0,1,1,1,1,0,0,95,25,0,0,18,0,0,6,4,12,0,1,1,0,17807,0,60,297,612,0,0,1,0,1,1,2,1,0,0,0,821,0,https://lli1ij.firebaseapp.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macessrerd.3wj9fr.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesarrod.k6yxxb.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseaceaocmeoy.lfpioo.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,23,0,0,1,1577,0,3,4,74,0,0,0,0,0,0,4,0,1,0,0,0,0,http://www.bostonseafarms.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiacvcaiae.visvsai.c2yfkr.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.punfaw.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macseoeod.of6jh4.icu/page1.php,1
1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,35,0,0,33,14,51,43,0,1,1,3309,0,55,5,163,0,1,1,0,1,0,19,1,0,0,0,80,0,http://www.prospershow.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://drinkvenom.com/aaac/,1
1,1,1,0,0,1,0,0,0,0,0,2,8,0,0,48,0,0,22,6,27,29,1,0,1,3593,7,59,4,86,0,1,1,0,0,1,3,0,0,0,0,6,0,http://www.tomsburs.shop.co,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccey.aeeseasoaocmeoy.qhumzl.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aeeseaccaocmeoy.lfpioo.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.ekl-net.com-asoceeccesas.jvuu.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiaaaicca.vicsvesai.kp9lm0.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauaceaocmeoy.wsejfh.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.ekijve.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseaccaocmeoy.aezkgj.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauacoaocmeoy.flfoew.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiaaviccai.vicsvesai.fvxl0d.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aueseacaomceoy.auomwo.top/AU/page1.php,1
1,1,0,0,1,1,0,0,1,0,0,11,0,0,76,0,0,15,2,12,17,72,0,0,0,4220,0,26,12,15,0,0,1,0,0,1,3,0,0,0,0,0,6,http://www.showmyhomes.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccy.aceeseacraocmeoy.lsepea.top/AU/page1.php,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,10,0,0,13,0,25,4,0,1,0,511,0,13,2,47,0,0,1,0,0,1,7,0,0,0,0,9,0,http://www.mailupdatesolution.weebly.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccey.aueseasaomceoy.vnlgog.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.axnnut.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pacccy.aueseacaomceoy.jrvsgv.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,22,1,1,0,829,0,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,http://www.sirotti.xyz,1
1,1,1,0,0,1,0,0,1,0,0,3,1,0,0,3,0,0,6,7,1,16,1,1,1,1025,0,10,2,7,0,0,1,0,1,1,4,0,0,0,0,2,0,http://www.siebuhr.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsisvcai.vicsvesai.0bj313.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiciavcai.visvsai.gly7z6.icu/page1.php,1
1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,16,0,0,16,15,7,59,1,1,1,3641,0,55,4,137,0,1,1,0,0,0,12,1,0,0,0,57,0,http://www.beletage-berlin.de,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseaoraocmeoy.kenjco.top/AU/page1.php,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,12,7,16,56,0,0,1,2857,1,24,9,92,0,0,0,0,0,0,3,1,0,0,0,4,0,http://tinyurl.com/bperareautenti,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseacraocmeoy.wfclkk.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.ekl-net.com-asoceecceaas.trea.top/jp.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisaaicca.vicsvesai.3wj9fr.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaeerd.jdmm35.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiivcaia.vicsvesai.wztqb7.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccy.aceeseacraocmeoy.bmzcgy.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsviiacvaieca.visvsai.gly7z6.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.maceseoeod.fvxl0d.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaorod.7v560g.icu/page1.php,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://bafkreieova3vg7waahr6ixfgtleiphgu6pzimlatmxd2d6hj2mgpk3etgu.ipfs.cf-ipfs.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,6,0,0,19,5,4,30,1,1,0,1008,0,13,10,18,0,1,0,0,0,0,16,1,0,0,0,2,0,http://axs-infinity.xyz,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesareod.208e6a.icu/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,13,0,0,0,25,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,https://www.webtracking-atuhentication.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauaceaocmeoy.vcdolz.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaeord.c18y03.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeauacoaocmeoy.wsejfh.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macsaeord.3n1jt3.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiacvcaiae.visvsai.v72weu.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-poccay.aeeseasoaocmeoy.zeekfn.top/AU/page1.php,1
1,1,1,0,1,1,0,1,1,0,1,11,13,0,0,259,0,0,6,17,48,24,1,1,1,7415,3,275,26,180,0,1,1,1,1,1,32,1,0,0,1,335,0,http://www.creed.com,1
1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,476,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,https://document.files-downloads.workers.dev/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9,0,0,0,55,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://era-official-bri.web.app/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiiacaiae.vicsvesai.lt474l.icu/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,0,0,177,0,3,1,11,0,0,0,0,0,0,2,0,0,0,0,3,0,https://sp611133.sitebeat.crazydomains.com/contact/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aeeseaccaocmeoy.juvnbj.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccny.aeeauaceaocmeoy.islxvm.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-614cf701e3864b06861d488e86368b1c.r2.dev/lokk.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,17,1,0,0,1351,0,1,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0,http://briskpakistan.com/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiicsvcaia.visvsai.c23ios.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-pacccy.aeeseacoaocmeoy.cufyoh.top/AU/page1.php,1
1,1,1,0,0,1,0,0,0,0,0,8,3,0,0,7,0,0,36,12,42,29,0,0,1,3261,2,16,13,263,7,1,1,0,0,1,4,1,0,0,0,62,0,http://www.edoraseguros.com.br,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,0,1,9,1,0,1,1,1,4700,0,39,14,47,0,1,0,0,0,0,2,1,0,0,0,12,0,https://sptpajak2018.com/?gclid=cj0kcqia6lyfbhc3arisag4gkf9hnx3mknx7tt_lglju2nqlunu_lyq39hedojtjpnaykcmpgu83xw8aairzealw_wcb,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,3,1,7,98,1,1,0,615,0,19,4,8,0,0,0,0,0,0,8,0,0,0,0,6,0,http://www.joefoxphoto.co.uk/frcalogue,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://storageapi.fleek.co/0d31335a-7baa-4aec-b383-5451e1ae1904-bucket/&!$()ia7s.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.vivcsiisaaicca.vicsvesai.9j1a4h.icu/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.macesaeerd.x7qbjf.icu/page1.php,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,191,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://www.xce910f48bff06f4c131164cc92d8d35e3.ws,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aeeseaccaocmeoy.vrxppt.top/AU/page1.php,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.au-paccoy.aeeseaccaocmeoy.zeekfn.top/AU/page1.php,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,8,3,4,16,1,0,0,314,0,11,3,17,0,0,0,0,1,0,2,0,0,0,0,0,1,https://piscinaveronza.com/hesh/dpd/98fe2/,1
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,89,0,0,25,22,29,43,1,1,1,13104,0,225,32,338,0,1,1,0,0,0,12,1,0,0,0,136,0,http://www.goodlifestylenews.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://www.eki-net.con-aesceoseesas.iidxia.top/jp.php,1
